maintenance_id,plant_id,maintenance_type,issue_severity,maintenance_cost,downtime_hours,maintenance_date
40188,43,Calibration,Low,14761.72,11.71,2024-12-15
40189,147,Inspection,High,84764.78,17.06,2024-09-10
40190,15,Inspection,High,17843.07,32.58,2023-06-24
40191,134,Inspection,Critical,61906.11,66.58,2024-08-03
40192,8,Repair,Medium,31807.65,25.02,2024-08-04
40193,41,Inspection,Medium,32412.92,67.73,2023-08-26
40194,171,Repair,Low,43604.21,10.67,2023-07-11
40195,71,Calibration,Low,19633.17,53.38,2024-07-11
40196,45,Repair,High,20099.68,55.4,2023-04-12
40197,81,Replacement,Medium,96191.66,16.47,2023-12-03
40198,105,Inspection,Medium,30212.52,25.41,2023-07-26
40199,34,Repair,Medium,55636.85,31.18,2024-08-20
40200,124,Replacement,Critical,60512.88,43.85,2024-02-03
40201,25,Inspection,Critical,5854.71,69.09,2024-05-26
40202,47,Replacement,Low,67747.08,34.42,2024-01-17
40203,51,Repair,High,91940.63,42.69,2023-07-29
40204,75,Replacement,High,18401.8,66.05,2024-08-11
40205,114,Inspection,Medium,19100.37,69.67,2024-08-25
40206,194,Calibration,Critical,21197.32,42.83,2024-12-15
40207,7,Calibration,High,30835.13,51.91,2023-12-31
40208,160,Calibration,High,10976.23,69.48,2023-07-10
40209,81,Inspection,Critical,4534.11,42,2024-11-18
40210,17,Calibration,Low,28520.14,53.84,2023-02-28
40211,134,Inspection,High,32138.54,69.43,2024-09-23
40212,193,Replacement,Critical,92831.28,63.75,2024-11-11
40213,200,Repair,Low,1517.35,58.69,2023-05-10
40214,49,Replacement,Critical,52345.72,36.39,2024-12-29
40215,68,Calibration,Low,33787.28,15.98,2023-09-03
40216,48,Inspection,Low,4400.86,41.03,2023-12-07
40217,120,Inspection,Low,32964.75,51.04,2024-11-26
40218,17,Inspection,Medium,68314.14,41.64,2024-06-11
40219,4,Calibration,Low,33757.16,42.67,2023-07-30
40220,113,Calibration,Critical,61205.31,15.25,2024-05-17
40221,168,Inspection,High,26555.96,2.69,2023-06-06
40222,132,Inspection,High,33392.57,37.8,2024-06-10
40223,68,Calibration,Critical,47640.59,48.23,2024-03-11
40224,193,Inspection,Low,36964.57,46.43,2023-07-04
40225,88,Replacement,Low,68227.26,23.4,2024-12-13
40226,63,Repair,Medium,63639.83,21.3,2024-09-13
40227,64,Repair,Critical,27217.68,54.29,2023-10-27
40228,3,Replacement,Critical,86175.6,5.9,2024-12-22
40229,116,Inspection,Critical,81503.89,48.36,2023-04-14
40230,183,Replacement,Low,14860.35,62.63,2024-03-02
40231,83,Inspection,Medium,64782.11,40.75,2023-03-25
40232,185,Inspection,High,59805.6,8.32,2024-09-28
40233,94,Calibration,High,87827.26,1.01,2024-12-18
40234,29,Repair,Critical,28588.39,68.33,2024-07-17
40235,133,Inspection,Medium,7611.1,30.61,2023-06-18
40236,13,Calibration,High,47180.34,47.04,2024-04-28
40237,25,Inspection,Low,75488.29,18.49,2024-09-30
40238,152,Inspection,Critical,42348.54,36.04,2024-09-06
40239,124,Replacement,High,51380.4,67.97,2024-04-26
40240,74,Repair,Low,40391.67,54.96,2024-10-01
40241,38,Repair,High,34860.82,51.47,2023-06-09
40242,57,Calibration,Low,4893.97,65.44,2023-11-02
40243,59,Replacement,High,89936.62,69,2023-05-15
40244,140,Repair,Medium,695.62,52.96,2023-09-28
40245,198,Calibration,Critical,18376.54,22.4,2023-10-30
40246,148,Replacement,Critical,50501.02,45.67,2023-06-06
40247,62,Repair,Critical,29416.77,7.08,2023-08-23
40248,182,Inspection,Medium,70012.06,41.07,2024-05-15
40249,25,Inspection,Medium,65063.18,33.08,2024-02-06
40250,73,Repair,Critical,65695.26,71.25,2023-12-23
40251,153,Replacement,High,87482.11,14.62,2024-03-10
40252,150,Repair,Medium,52685.7,41.05,2023-12-26
40253,105,Repair,Low,36373.76,49.69,2023-05-13
40254,12,Calibration,Medium,22877.38,61.54,2024-03-28
40255,89,Inspection,High,81045.15,41.41,2023-04-15
40256,129,Calibration,Critical,66121.9,7.38,2024-05-16
40257,3,Replacement,Critical,83137.65,45.81,2024-05-13
40258,62,Inspection,Critical,56924.23,30.43,2024-04-17
40259,130,Calibration,Low,93466.92,63.15,2024-05-22
40260,58,Calibration,High,78670.74,41.79,2024-04-16
40261,49,Calibration,Critical,75964.43,68.35,2024-01-05
40262,55,Replacement,Medium,85919.64,18.51,2023-12-10
40263,125,Calibration,Low,40995.46,5.06,2023-07-27
40264,92,Calibration,Low,22292.72,41.51,2023-04-08
40265,128,Inspection,High,28579.03,11.65,2024-01-18
40266,156,Inspection,High,78332.91,54.63,2023-09-25
40267,127,Repair,Low,36021.55,44.81,2024-07-26
40268,34,Inspection,Critical,66186.04,35.29,2023-10-11
40269,171,Repair,Medium,90075.62,46.68,2023-03-03
40270,139,Inspection,Critical,82455.53,39.57,2024-04-06
40271,28,Inspection,Critical,90411.83,18.12,2024-05-05
40272,103,Calibration,Low,16781.24,21.3,2024-01-16
40273,14,Replacement,Critical,49416.06,38.25,2023-03-24
40274,103,Repair,Critical,67851.48,18.81,2024-01-25
40275,30,Inspection,Low,44323.32,20.88,2024-08-12
40276,193,Calibration,High,4874.41,24.32,2024-05-13
40277,37,Inspection,Low,98534.77,14.62,2023-03-02
40278,17,Calibration,Critical,54785.64,38.27,2023-03-04
40279,128,Calibration,Critical,88555.71,20.73,2024-09-28
40280,31,Repair,Low,97321.59,32.83,2024-08-04
40281,115,Replacement,High,75650.98,15.99,2024-10-22
40282,161,Inspection,High,32063.67,30.76,2023-12-24
40283,163,Replacement,Critical,69782.65,22.59,2024-02-20
40284,166,Inspection,Critical,56119.83,32.58,2023-02-05
40285,129,Repair,Medium,16015.91,45.96,2023-11-19
40286,54,Replacement,Critical,46353.44,18.52,2024-07-31
40287,158,Calibration,High,36667.66,54.55,2024-01-14
40288,141,Repair,High,8159.15,26.35,2023-08-21
40289,87,Replacement,Low,43825.42,55.17,2023-06-01
40290,176,Replacement,Medium,35198.64,65.34,2024-11-10
40291,141,Repair,Critical,13012.22,67.53,2023-06-20
40292,121,Replacement,Medium,42407.51,33.44,2024-04-17
40293,16,Inspection,Medium,84346.26,29.47,2023-04-13
40294,32,Replacement,High,28859.17,45.48,2024-04-01
40295,199,Repair,Medium,14768.54,15.41,2024-12-09
40296,94,Repair,Medium,55483.63,41.02,2023-01-30
40297,120,Inspection,Low,27448.26,67.15,2024-10-21
40298,24,Calibration,Medium,18549.64,7.67,2023-02-18
40299,107,Calibration,Critical,66408.49,6.52,2023-08-31
40300,96,Inspection,Medium,14152.92,9.9,2024-01-23
40301,53,Replacement,Low,65412.71,32.58,2023-12-02
40302,193,Repair,High,69773.62,56.3,2023-09-28
40303,139,Repair,High,60606.1,19,2024-10-11
40304,174,Calibration,Critical,97753.05,68.6,2024-11-18
40305,22,Calibration,Critical,58104.62,5.08,2023-01-30
40306,128,Calibration,Low,85190.14,35.87,2024-11-01
40307,115,Inspection,Medium,62598.48,63.97,2024-04-05
40308,170,Replacement,Critical,38394.98,33.64,2023-03-24
40309,18,Replacement,High,77707.69,8.47,2023-10-17
40310,192,Inspection,High,83899.49,66.42,2024-05-13
40311,62,Replacement,High,31116.94,63.06,2023-12-30
40312,13,Repair,Critical,78640.15,61.72,2024-09-08
40313,63,Inspection,Medium,71982.29,34.99,2023-06-05
40314,155,Inspection,High,39333.76,62.05,2024-02-28
40315,108,Calibration,Critical,50920.49,5.83,2024-04-07
40316,43,Inspection,Critical,2629.33,21.83,2023-12-28
40317,200,Inspection,High,40333.4,2.53,2023-10-14
40318,99,Replacement,Low,44987.18,59.41,2023-09-08
40319,145,Calibration,Low,94378.02,37.49,2024-10-03
40320,64,Repair,Critical,27054.3,30.04,2023-03-29
40321,138,Repair,High,15801.24,38.43,2023-05-25
40322,73,Calibration,Low,76611.26,9.3,2023-05-26
40323,85,Replacement,Medium,2377.88,48.51,2024-03-23
40324,131,Repair,Low,72427.17,27.31,2024-12-14
40325,95,Calibration,High,91341.48,32.53,2024-06-05
40326,142,Calibration,High,65304.54,61.74,2024-11-05
40327,99,Repair,Low,39739.77,17.67,2024-01-19
40328,152,Inspection,High,88545.06,25.31,2024-05-11
40329,169,Replacement,High,98903.78,60.1,2023-03-13
40330,22,Replacement,Critical,7499.69,71.15,2024-05-16
40331,198,Inspection,High,27699.34,53.03,2024-08-01
40332,180,Calibration,Critical,46389.43,60.99,2024-10-02
40333,84,Repair,Critical,19896.78,2.42,2023-07-19
40334,191,Calibration,High,88563.98,13.63,2023-04-02
40335,131,Repair,Low,22897.32,69.86,2023-12-30
40336,54,Replacement,Critical,55836.22,64.34,2024-08-14
40337,81,Repair,Critical,49142.93,12.67,2023-02-25
40338,118,Inspection,Medium,93697.8,62.99,2024-02-22
40339,26,Calibration,High,29476.49,25.96,2024-02-05
40340,95,Repair,Medium,64617.05,65.26,2023-09-12
40341,43,Calibration,Low,50256.49,71.04,2024-06-12
40342,35,Replacement,Critical,71717.38,22.14,2024-09-17
40343,68,Repair,Low,18166.67,34.08,2024-11-03
40344,41,Inspection,Medium,54035.22,41.05,2023-08-30
40345,115,Calibration,High,13711.91,66.63,2023-09-04
40346,33,Repair,High,45849.78,29.41,2023-12-30
40347,163,Repair,Medium,34963.34,52.39,2024-12-21
40348,58,Calibration,Low,6002.11,35.02,2024-04-07
40349,72,Inspection,Medium,42873.69,61.12,2023-07-19
40350,160,Inspection,High,90259.26,57.93,2024-12-09
40351,2,Replacement,High,21211.45,55.2,2024-10-24
40352,128,Repair,Low,73047.95,37.41,2024-02-19
40353,5,Repair,Medium,61713.63,32.62,2024-09-01
40354,110,Repair,Medium,63980.39,70.96,2023-11-11
40355,19,Replacement,High,43937.35,71.9,2024-01-24
40356,13,Repair,High,77624.44,37.86,2023-11-17
40357,179,Replacement,High,26567.37,21.01,2023-04-20
40358,67,Repair,Medium,86364.86,15.47,2023-12-20
40359,82,Calibration,Critical,47571.27,19.77,2023-06-30
40360,62,Inspection,High,8013.64,71.5,2024-08-04
40361,188,Replacement,Medium,30830.31,28.92,2023-04-30
40362,142,Calibration,Critical,92165.66,1.75,2024-10-17
40363,26,Replacement,Critical,37246.09,34.51,2023-04-26
40364,129,Inspection,Low,36111.68,65.8,2023-08-09
40365,176,Inspection,High,52125.81,4.24,2023-02-01
40366,39,Calibration,Critical,81967.22,2.64,2024-06-17
40367,154,Replacement,High,36113.01,18.6,2024-12-06
40368,96,Calibration,Medium,11870.09,69.12,2023-12-30
40369,103,Repair,Critical,88469.14,62.14,2024-05-04
40370,116,Replacement,High,9539.75,24.49,2024-11-11
40371,145,Repair,Critical,51355.71,42.33,2023-05-11
40372,17,Calibration,Medium,78161.34,51.15,2023-02-03
40373,75,Calibration,Critical,47190.2,41.52,2024-08-27
40374,42,Calibration,High,61048.63,5.41,2023-07-25
40375,82,Replacement,Medium,77708.8,61.15,2024-02-10
40376,81,Calibration,High,55408.95,28.12,2024-01-03
40377,161,Repair,High,62471.37,19.73,2023-11-07
40378,83,Replacement,Low,98298.02,71.8,2024-01-17
40379,40,Repair,Critical,67734.03,27.09,2023-01-28
40380,56,Inspection,High,59037.15,60.65,2024-04-28
40381,30,Repair,Low,1387.97,16.96,2024-04-22
40382,187,Replacement,High,23599.82,60.77,2024-12-16
40383,134,Repair,High,92448.78,27.44,2024-05-22
40384,12,Repair,Low,60475.33,26.85,2023-08-07
40385,146,Inspection,Critical,1963.12,28.3,2024-11-10
40386,53,Calibration,Critical,28327.21,45.38,2024-02-12
40387,132,Calibration,Medium,78100.9,66.14,2023-09-22
40388,153,Calibration,Low,98488.09,55.36,2023-09-01
40389,196,Repair,High,11957.77,22.73,2024-05-06
40390,50,Repair,High,37652.25,6.46,2024-06-09
40391,158,Repair,Low,34536.47,27.78,2023-05-26
40392,69,Replacement,Critical,87841.99,49.91,2023-04-05
40393,126,Replacement,Critical,29677.13,2.71,2023-11-25
40394,61,Repair,High,12735.98,36.3,2024-09-06
40395,20,Calibration,High,84876.13,8.5,2024-04-04
40396,187,Repair,High,24075.11,6.32,2023-09-25
40397,32,Repair,Critical,20407.29,27.46,2024-01-12
40398,51,Calibration,Critical,63311.58,32.74,2023-04-03
40399,177,Repair,Critical,33536.19,35.34,2023-11-03
40400,8,Replacement,Low,55080.02,71.72,2024-10-19
40401,9,Inspection,High,58474.03,10.91,2024-09-05
40402,6,Replacement,Critical,26441.36,68.46,2024-04-23
40403,158,Calibration,Critical,8958.73,36.61,2024-06-18
40404,177,Replacement,Low,2120.14,43.38,2023-09-28
40405,2,Replacement,High,39039.35,43.96,2023-11-29
40406,184,Replacement,Critical,67206.67,19.57,2024-08-05
40407,99,Repair,High,56056.1,6.07,2023-05-22
40408,65,Inspection,Critical,35470.87,43.19,2023-09-09
40409,60,Repair,Low,37233.3,11.05,2024-05-04
40410,174,Calibration,Critical,6334.81,70.07,2024-07-14
40411,96,Inspection,Low,6902.24,4.89,2023-06-30
40412,61,Inspection,Critical,92369.07,30.12,2024-05-10
40413,139,Inspection,Low,49081.87,64.93,2023-11-05
40414,159,Inspection,Critical,44657.57,8.64,2023-04-06
40415,120,Calibration,Medium,10096.5,2.15,2023-12-06
40416,155,Repair,Medium,26554.43,69,2023-05-25
40417,15,Calibration,High,5201.3,32.22,2023-09-10
40418,147,Calibration,Medium,56983.45,10.25,2024-01-25
40419,40,Replacement,High,91043.06,47.02,2023-04-24
40420,131,Repair,Low,65938.44,42.48,2024-05-30
40421,45,Replacement,Medium,39629.22,53.08,2024-01-07
40422,93,Repair,High,95086.04,45.09,2024-12-13
40423,92,Repair,Medium,2441.69,48.5,2023-09-01
40424,127,Calibration,Critical,23058.26,14.81,2024-07-25
40425,89,Calibration,Critical,30880.49,45.43,2024-09-15
40426,179,Repair,Critical,86571.85,29.31,2024-08-18
40427,46,Repair,Medium,68355.23,52.11,2024-11-01
40428,17,Calibration,Low,13057.31,58.14,2024-01-09
40429,141,Repair,Low,35388.15,28.12,2023-06-28
40430,140,Repair,Critical,46569.95,35.69,2024-10-23
40431,111,Replacement,Medium,60628.18,30.63,2023-04-29
40432,121,Replacement,Critical,4110.73,31.1,2024-08-13
40433,195,Replacement,Medium,44812.68,66.66,2023-10-17
40434,78,Calibration,Critical,9231.01,27.67,2023-09-05
40435,124,Inspection,High,69783.81,21.69,2023-07-09
40436,140,Repair,Medium,38816.56,5.52,2023-03-16
40437,109,Replacement,Medium,71950.24,71.28,2024-08-06
40438,77,Inspection,Critical,14935.24,58.92,2024-07-05
40439,37,Repair,Medium,78465.29,6.39,2023-09-24
40440,109,Calibration,Medium,49832.57,68.18,2023-12-26
40441,198,Repair,High,63765.42,31.22,2023-10-02
40442,113,Inspection,Medium,70485.26,13.66,2024-05-18
40443,200,Repair,Critical,80799.4,69.73,2024-10-30
40444,30,Repair,Medium,20733.5,49.26,2023-12-04
40445,46,Repair,Low,4359.77,58.49,2023-06-29
40446,58,Replacement,Low,99238.69,48.48,2024-12-10
40447,144,Inspection,High,77955.17,44.08,2024-04-22
40448,109,Calibration,Low,55695.63,4.23,2024-02-23
40449,81,Repair,Medium,76991.5,43.71,2024-02-27
40450,99,Calibration,High,3436.65,38.32,2023-04-05
40451,160,Inspection,Medium,38297.25,46.37,2023-02-27
40452,83,Inspection,High,93444.62,36.63,2023-01-19
40453,37,Replacement,High,69205.02,56.91,2023-12-19
40454,171,Repair,Critical,6855.1,42.11,2023-03-15
40455,164,Repair,Critical,66567.06,36.49,2024-10-25
40456,177,Calibration,High,57354.39,14.17,2024-11-08
40457,149,Calibration,Critical,3304.96,23.08,2023-05-18
40458,32,Calibration,Low,26875.67,68.02,2023-07-12
40459,56,Inspection,High,86829.28,56.62,2024-01-24
40460,164,Calibration,Low,92772.84,60.61,2023-08-06
40461,130,Calibration,Critical,17305.34,67.79,2023-09-26
40462,36,Calibration,Medium,40013.12,13.72,2023-10-03
40463,126,Repair,Medium,37101.18,28.13,2023-05-21
40464,156,Inspection,High,45921.88,42.29,2023-11-12
40465,22,Inspection,High,25419.54,34.64,2023-04-14
40466,5,Replacement,Critical,77495.12,28.04,2023-11-16
40467,145,Calibration,High,7397.21,17.52,2023-01-19
40468,165,Calibration,Low,24203.26,36.29,2024-12-20
40469,189,Inspection,High,31889.76,61.75,2023-07-15
40470,195,Calibration,Low,78491.25,66.96,2024-11-20
40471,51,Inspection,Critical,83070.27,28.13,2024-03-26
40472,73,Calibration,Critical,30367.54,49.29,2023-06-25
40473,46,Calibration,Medium,44309.03,44.24,2023-04-21
40474,96,Repair,Low,59410.31,45.11,2023-04-07
40475,91,Calibration,Low,2362.05,64.85,2024-07-24
40476,65,Calibration,High,68567.63,62.25,2024-08-23
40477,32,Calibration,Medium,47806.91,1.83,2024-01-19
40478,64,Repair,High,90526.56,69.53,2024-03-24
40479,181,Calibration,High,82607.31,2.18,2024-06-29
40480,72,Replacement,Medium,4929.28,47.47,2023-07-19
40481,20,Calibration,Low,23462.28,47.73,2023-12-13
40482,49,Calibration,Low,22495.22,29.16,2024-02-05
40483,144,Replacement,High,48062.73,23.68,2023-04-07
40484,174,Calibration,Medium,44969.07,58.96,2023-04-21
40485,43,Inspection,Low,25944.85,4.8,2024-12-31
40486,119,Inspection,High,27262.2,62.87,2023-04-23
40487,121,Inspection,Low,74695.53,12.5,2024-09-24
40488,132,Inspection,Critical,16874.59,54.82,2023-01-07
40489,154,Repair,Medium,59890,1.37,2023-08-15
40490,41,Repair,Low,57417.63,19.29,2024-12-15
40491,18,Replacement,Critical,77646.59,34.58,2023-09-24
40492,110,Inspection,Medium,5674.65,16.7,2024-10-08
40493,143,Repair,Critical,14181.42,59.67,2023-12-15
40494,40,Calibration,Critical,47745.08,59.51,2023-03-02
40495,134,Calibration,Low,10613.38,15.81,2024-12-21
40496,86,Repair,Medium,87855.15,43.95,2023-11-06
40497,167,Calibration,Medium,74142.74,41.22,2024-11-08
40498,126,Calibration,High,39321.87,60.95,2024-11-01
40499,192,Replacement,High,67444.72,28.52,2024-04-14
40500,87,Calibration,Low,37526.69,18.23,2024-06-01
40501,190,Replacement,Medium,86288.18,64.1,2023-08-11
40502,121,Inspection,Low,45430.8,4.5,2023-08-27
40503,101,Repair,Low,28879.99,28.24,2023-06-27
40504,26,Replacement,Critical,80294.87,43.23,2023-12-07
40505,23,Inspection,Medium,67747.05,67.8,2023-03-05
40506,98,Repair,Low,53952.32,12.11,2023-11-30
40507,81,Calibration,Critical,83615.09,25.85,2023-05-08
40508,147,Repair,High,18530.81,53.87,2024-08-26
40509,30,Replacement,Critical,33631.75,48.08,2023-11-01
40510,80,Calibration,Medium,56626.45,23.73,2024-02-08
40511,35,Replacement,Medium,31544.47,45.86,2024-11-04
40512,161,Repair,Medium,13785.27,5.22,2024-08-02
40513,150,Inspection,Low,73076.51,18.19,2024-08-24
40514,185,Replacement,Low,77128.29,11.61,2023-04-15
40515,42,Replacement,Medium,73097.27,5.3,2023-12-01
40516,186,Repair,High,59212.88,6.87,2024-01-19
40517,186,Replacement,Low,28730.22,30.39,2023-01-26
40518,185,Calibration,High,90231.96,50.45,2023-05-31
40519,131,Calibration,Critical,51161.15,66.59,2023-06-26
40520,72,Replacement,Medium,69199.99,16.78,2024-12-01
40521,171,Repair,Medium,99722.88,59.53,2024-07-30
40522,107,Calibration,High,98618.98,6.71,2024-03-22
40523,199,Repair,Critical,30156.83,28.97,2023-09-25
40524,186,Repair,Medium,50762.11,30.48,2024-02-29
40525,99,Replacement,Low,59473.9,18.18,2024-12-19
40526,152,Calibration,Medium,75106.75,42.28,2023-10-22
40527,119,Calibration,High,83105.5,31.97,2023-02-04
40528,21,Calibration,High,84435.52,51.76,2023-05-03
40529,164,Calibration,Low,26707.59,12.48,2023-05-07
40530,28,Calibration,High,4183.15,17.88,2023-08-08
40531,63,Calibration,Critical,42167.89,9.97,2023-10-30
40532,27,Inspection,High,40290.99,26.28,2024-12-14
40533,87,Inspection,Low,50876.53,8.36,2024-05-23
40534,88,Inspection,High,94711.11,59.29,2024-11-27
40535,142,Inspection,Medium,36245.91,28.23,2024-05-05
40536,65,Inspection,Medium,37822.01,24.45,2023-01-05
40537,15,Calibration,High,89117.05,41.98,2024-05-08
40538,187,Repair,High,2067.83,60.29,2023-03-01
40539,117,Repair,High,19140.21,5.25,2024-12-23
40540,43,Inspection,High,35699.49,21.66,2024-02-02
40541,76,Calibration,Critical,97883.68,41.58,2024-05-12
40542,166,Repair,High,80557.97,39.75,2023-09-27
40543,40,Repair,High,91225.03,45.74,2023-10-19
40544,127,Repair,High,81829.05,46.53,2023-11-23
40545,106,Calibration,Low,37256.54,43.62,2024-07-21
40546,171,Calibration,Medium,9056.01,25.6,2023-07-21
40547,141,Repair,Medium,25940.76,27.7,2023-09-06
40548,176,Calibration,Critical,98783.97,55.95,2024-03-14
40549,138,Repair,High,13968.11,10.98,2024-10-06
40550,89,Calibration,Medium,25363.03,9.79,2024-04-07
40551,140,Inspection,Low,96206.08,62.14,2023-12-10
40552,156,Replacement,Medium,33483.51,26.78,2023-04-27
40553,75,Repair,Medium,33934.38,71.9,2024-07-18
40554,106,Inspection,Medium,18690.57,58.63,2024-03-08
40555,121,Calibration,Critical,3899.29,17.26,2024-12-24
40556,64,Replacement,Critical,56420.37,65.4,2023-11-26
40557,52,Replacement,Medium,84145.09,42.12,2024-10-20
40558,40,Calibration,Low,51063.33,60.62,2023-06-04
40559,138,Calibration,Low,93041.12,5.98,2024-09-01
40560,50,Inspection,Critical,21056.09,32.11,2023-06-23
40561,105,Repair,Critical,22289.1,54.23,2023-08-01
40562,27,Inspection,High,1120.26,18.22,2023-07-17
40563,95,Calibration,Critical,92647.51,26.22,2024-07-02
40564,26,Replacement,Critical,47926.3,30.74,2024-09-16
40565,72,Repair,Critical,23866.75,28.85,2024-10-20
40566,25,Repair,Low,54660.5,48.83,2023-05-04
40567,38,Replacement,High,49531.74,35.91,2024-07-06
40568,135,Inspection,Low,88173.74,41.46,2023-11-03
40569,79,Inspection,Low,52237.92,3.15,2024-02-05
40570,122,Replacement,Medium,45422.84,25.27,2023-10-11
40571,3,Inspection,Low,88260.59,55.29,2024-05-25
40572,107,Inspection,Critical,45263.22,57.78,2023-10-03
40573,43,Inspection,Critical,56475.77,6.81,2024-12-29
40574,195,Inspection,Medium,95053.62,56.21,2024-05-02
40575,164,Replacement,High,14116.27,57.53,2023-02-03
40576,114,Inspection,Critical,606.73,11.59,2024-01-04
40577,54,Calibration,Low,25833.29,57.44,2024-08-01
40578,99,Calibration,Medium,5770.76,18.92,2024-08-07
40579,89,Inspection,Medium,51092.17,63.02,2024-03-26
40580,197,Calibration,Critical,65068.42,56.46,2023-12-09
40581,86,Repair,Medium,88690.82,32.36,2024-06-27
40582,30,Inspection,High,98230.69,53.54,2024-04-14
40583,176,Repair,Medium,3588.75,61.08,2023-11-29
40584,168,Calibration,Critical,58928.31,2.53,2024-07-15
40585,107,Inspection,High,28397.18,8.15,2024-07-10
40586,60,Repair,High,85968.15,54.63,2023-04-05
40587,83,Repair,Critical,27190.16,28.43,2024-11-11
40588,58,Repair,High,61797.71,14.46,2023-07-26
40589,142,Calibration,Medium,4008.9,40.59,2024-07-05
40590,163,Inspection,High,91222.96,46.75,2023-05-20
40591,46,Replacement,Critical,12001.53,54.04,2023-07-10
40592,68,Inspection,Medium,40015.08,65.82,2024-04-06
40593,117,Calibration,Medium,14352.66,1.09,2024-11-18
40594,76,Inspection,Low,14586.87,46.07,2023-12-27
40595,53,Repair,Critical,86261.55,49.35,2024-06-23
40596,20,Inspection,Medium,74281.26,11.97,2024-05-05
40597,14,Calibration,Critical,66132.43,59.32,2023-02-02
40598,8,Repair,High,64994.52,3.7,2023-05-23
40599,144,Calibration,Low,97957.34,24.16,2024-10-26
40600,47,Inspection,Medium,66311.78,20.74,2024-09-26
40601,12,Inspection,Low,30552.27,2.97,2024-01-21
40602,9,Repair,High,93074.3,53.28,2024-09-04
40603,170,Repair,Low,7517.55,47.99,2024-03-28
40604,58,Replacement,High,85811.42,25.49,2023-12-01
40605,114,Repair,High,52077.96,42.13,2023-02-27
40606,45,Inspection,Critical,49266.58,69.56,2024-08-15
40607,163,Calibration,Medium,99497.45,67.52,2024-07-21
40608,79,Inspection,Critical,62530.14,62.64,2023-05-01
40609,186,Replacement,Critical,92710.84,63.49,2023-09-21
40610,179,Inspection,Low,13763.37,23.77,2023-11-11
40611,155,Repair,Critical,19119.88,41.78,2024-12-29
40612,62,Repair,Medium,35439.49,6.99,2024-09-07
40613,144,Repair,Critical,32090,44.47,2023-04-22
40614,98,Replacement,Critical,67933.9,2.92,2023-04-15
40615,95,Inspection,High,36545.11,60.78,2024-04-06
40616,193,Calibration,Critical,74070.74,4.88,2024-10-09
40617,133,Calibration,Medium,39961.1,39,2023-11-04
40618,169,Replacement,Critical,47604.19,22.87,2023-03-06
40619,36,Calibration,High,96293.32,25.4,2024-06-14
40620,180,Calibration,Critical,64183.2,6.82,2023-10-16
40621,186,Calibration,High,49269.76,33.95,2024-12-16
40622,144,Replacement,High,44653.66,6.2,2024-08-14
40623,155,Inspection,Critical,19240.06,35.45,2024-05-19
40624,163,Repair,Critical,65520.12,16.09,2023-11-14
40625,94,Calibration,Critical,69433.4,44.35,2023-04-24
40626,46,Repair,Medium,8173.61,39.47,2024-05-05
40627,144,Replacement,High,43676.67,19.19,2024-01-16
40628,15,Repair,High,53816.48,60.29,2024-04-12
40629,75,Replacement,High,97986.2,38.87,2024-11-20
40630,18,Inspection,High,81086.74,36.5,2023-03-27
40631,176,Calibration,Low,33896.51,14.42,2023-02-22
40632,19,Replacement,Medium,45120.86,60.83,2023-11-16
40633,69,Calibration,Medium,77551.11,7.27,2023-06-20
40634,174,Repair,Low,10804.67,27.64,2024-02-08
40635,57,Calibration,Critical,33220.72,14.5,2023-10-05
40636,105,Repair,Low,73461.22,31.03,2023-06-19
40637,74,Replacement,High,26816.26,23.61,2023-12-07
40638,174,Inspection,Critical,91062.47,35.21,2024-11-10
40639,165,Calibration,High,62080.45,63.32,2023-02-09
40640,59,Repair,Low,97356.51,36.8,2024-06-07
40641,126,Replacement,Critical,5353.47,57.32,2023-06-26
40642,13,Replacement,High,56236.12,71.75,2024-10-08
40643,39,Inspection,Low,50446.72,47.54,2023-04-14
40644,37,Calibration,Critical,83597.61,66.01,2023-04-22
40645,180,Inspection,Critical,34636.28,9.91,2024-09-28
40646,61,Calibration,High,1900.99,9.59,2023-03-09
40647,53,Inspection,Critical,99140.68,56.99,2024-04-09
40648,67,Repair,Critical,41207.17,13.97,2023-10-25
40649,25,Calibration,Medium,55397.56,26.76,2023-02-18
40650,25,Calibration,Medium,9251.46,57.39,2023-01-22
40651,94,Calibration,Critical,92043.71,57.94,2023-06-22
40652,103,Calibration,Medium,67777.7,55.08,2024-09-19
40653,13,Replacement,High,32311.32,26.54,2024-06-16
40654,92,Repair,High,85485.92,47.29,2024-04-05
40655,56,Inspection,High,29511.98,48.95,2024-01-08
40656,144,Replacement,Medium,99869.48,17.87,2024-04-30
40657,160,Calibration,Low,61764.66,57.54,2024-02-20
40658,122,Repair,Low,18105.52,39.46,2024-03-20
40659,128,Calibration,High,54207.44,6.35,2024-10-30
40660,39,Calibration,Critical,99594.54,30.39,2024-09-17
40661,37,Replacement,High,75183.05,43.21,2024-09-14
40662,169,Repair,Critical,81111.9,2.35,2023-08-11
40663,47,Calibration,Low,2496.7,49.81,2024-09-30
40664,186,Inspection,Critical,56562.59,53.89,2024-03-05
40665,91,Repair,Low,40264.89,37.26,2024-07-30
40666,52,Repair,High,49463.25,50.12,2023-01-02
40667,85,Calibration,Critical,9541.36,57.08,2024-03-11
40668,38,Inspection,Medium,65573.43,40.06,2023-06-19
40669,86,Repair,High,59405.22,53.36,2023-06-30
