failure_id,plant_id,failure_type,outage_hours,financial_loss_usd,failure_date
13805,146,Grid Instability,39.65,392315.7,2024-12-07
13806,169,Voltage Drop,32.51,152541.1,2023-07-10
13807,21,Overheating,45.86,314836.56,2024-09-11
13808,66,Overheating,29.02,457455.32,2024-05-31
13809,168,Voltage Drop,13,427666.95,2023-06-23
13810,34,Grid Instability,15.36,190148.86,2023-01-19
13811,68,Overheating,5.32,425648.78,2024-11-28
13812,89,Transformer Failure,34.21,46856.43,2024-11-24
13813,78,Overheating,3.27,212961.32,2024-02-07
13814,76,Transformer Failure,42.83,198394.67,2024-12-19
13815,131,Voltage Drop,8.16,10614.79,2023-03-20
13816,138,Voltage Drop,36.4,492119.73,2024-05-20
13817,134,Voltage Drop,28.53,75547.71,2023-02-08
13818,46,Transformer Failure,13.86,49945.53,2024-01-09
13819,172,Grid Instability,36.88,353981.01,2024-02-29
13820,8,Transformer Failure,41.57,47059.02,2024-05-15
13821,52,Transformer Failure,40.52,87074.79,2023-09-21
13822,70,Transformer Failure,6.05,150146.32,2023-04-22
13823,7,Grid Instability,32.48,107000.05,2024-09-30
13824,43,Overheating,11.23,232078.8,2024-08-24
13825,66,Transformer Failure,9.17,311741.66,2023-05-31
13826,124,Overheating,20.33,463455.83,2023-04-10
13827,184,Voltage Drop,37.9,122937.59,2023-06-20
13828,85,Overheating,40.64,379944.44,2023-02-21
13829,152,Voltage Drop,22.62,50484.9,2023-10-03
13830,175,Voltage Drop,44.47,495694.15,2024-09-26
13831,21,Voltage Drop,18.29,260804.13,2023-10-13
13832,28,Transformer Failure,28.25,263699.86,2023-10-23
13833,117,Overheating,34.19,378716.5,2023-02-23
13834,68,Overheating,31.76,20857.41,2024-03-05
13835,160,Voltage Drop,13.21,14060.58,2023-01-18
13836,177,Transformer Failure,47.53,161466.7,2023-05-02
13837,50,Overheating,4.18,382253.78,2024-08-17
13838,143,Overheating,30.48,275462.65,2024-06-12
13839,6,Grid Instability,40.28,474728.88,2023-04-21
13840,59,Grid Instability,41.31,42836.45,2023-02-07
13841,1,Transformer Failure,10.38,11860.16,2024-05-03
13842,179,Voltage Drop,11.26,198390.55,2024-05-28
13843,113,Overheating,12.93,190784.03,2024-08-17
13844,105,Overheating,44.35,244121.66,2023-07-21
13845,127,Voltage Drop,39.98,77942.66,2023-06-11
13846,44,Voltage Drop,12,477448.09,2023-05-23
13847,1,Grid Instability,9.52,376496.35,2023-09-27
13848,133,Overheating,22.99,491107.93,2024-12-09
13849,186,Voltage Drop,39.81,486867.05,2024-02-11
13850,62,Grid Instability,39.32,207247.72,2024-11-25
13851,196,Overheating,10.82,417597.68,2024-05-04
13852,160,Overheating,18.79,391553.18,2023-01-20
13853,95,Overheating,18.16,234059.48,2024-03-11
13854,126,Overheating,11.75,190017.98,2023-03-29
13855,20,Transformer Failure,29.42,385337.23,2024-09-23
13856,138,Voltage Drop,30.8,112241.08,2024-11-26
13857,81,Transformer Failure,14.93,207939.67,2023-02-06
13858,177,Grid Instability,21.41,372455.05,2024-01-26
13859,111,Voltage Drop,27.67,462764.42,2023-07-08
13860,172,Grid Instability,10.06,54056.65,2024-01-02
13861,169,Voltage Drop,37.2,214613.29,2024-11-23
13862,43,Overheating,6.75,67498.57,2024-03-16
13863,125,Grid Instability,47.87,459494.59,2024-11-23
13864,155,Grid Instability,26.08,68162.35,2023-10-27
13865,182,Overheating,37.03,340099.61,2024-06-19
13866,198,Voltage Drop,9.45,289714.32,2024-12-28
13867,2,Voltage Drop,9.88,445953.48,2023-07-18
13868,126,Grid Instability,34.93,400198.02,2023-04-15
13869,109,Transformer Failure,18.41,453450.39,2023-04-10
13870,170,Grid Instability,17.38,374090.81,2024-01-06
13871,148,Voltage Drop,37.49,301884.59,2024-01-01
13872,21,Grid Instability,13.72,46726.65,2023-12-04
13873,138,Voltage Drop,43.83,76112.64,2024-12-15
13874,100,Grid Instability,30.26,235797.78,2023-08-05
13875,68,Grid Instability,7.46,46450.19,2023-03-10
13876,67,Overheating,14.31,187104.99,2023-03-31
13877,29,Transformer Failure,10.85,79938.37,2023-05-29
13878,17,Transformer Failure,18.47,148065.3,2023-02-15
13879,97,Transformer Failure,28.39,428601.28,2024-09-04
13880,68,Grid Instability,32.57,474166.35,2024-07-12
13881,5,Grid Instability,26.64,436878.26,2023-09-03
13882,116,Transformer Failure,35.21,435517.46,2023-07-05
13883,105,Overheating,36.81,268737.83,2024-04-12
13884,110,Overheating,34.43,291541.82,2023-12-06
13885,65,Grid Instability,45.64,433122.91,2023-04-26
13886,25,Overheating,45.88,152672.91,2023-09-02
13887,152,Voltage Drop,38.44,304258.43,2023-09-01
13888,135,Grid Instability,19.81,358479.4,2023-05-05
13889,9,Transformer Failure,32.93,485948.89,2023-05-24
13890,200,Transformer Failure,21.62,325989.26,2023-04-21
13891,53,Transformer Failure,16.02,165984.75,2024-07-26
13892,37,Voltage Drop,19.13,119226.07,2024-06-09
13893,143,Transformer Failure,44.14,310859.17,2024-04-18
13894,96,Voltage Drop,27.71,352025.33,2024-01-11
13895,112,Overheating,21.7,334298.4,2024-09-23
13896,82,Transformer Failure,10.48,391274.82,2023-08-06
13897,73,Transformer Failure,2.38,405092.2,2023-09-14
13898,145,Transformer Failure,33.7,340170.14,2023-07-29
13899,23,Transformer Failure,30.55,472028.31,2023-11-04
13900,118,Grid Instability,24.68,220156.88,2024-04-12
13901,163,Grid Instability,15.54,126032.09,2023-04-18
13902,134,Overheating,22.18,405416.11,2024-01-26
13903,113,Grid Instability,10.12,67450.21,2024-11-08
13904,20,Overheating,41.37,27748.13,2023-07-03
13905,90,Transformer Failure,9.03,103387.43,2024-05-15
13906,71,Voltage Drop,37.53,367076.81,2024-11-13
13907,79,Voltage Drop,27.71,497921.27,2024-05-21
13908,153,Transformer Failure,27.04,247572.06,2024-02-09
13909,110,Grid Instability,33.9,332704.65,2023-08-01
13910,89,Voltage Drop,7.14,229375.02,2024-06-20
13911,63,Transformer Failure,3.05,233140.98,2024-11-07
13912,5,Grid Instability,24.46,87786.56,2023-10-21
13913,189,Grid Instability,14.38,32704.65,2024-06-17
13914,86,Transformer Failure,29.59,499037.01,2024-11-11
13915,158,Transformer Failure,1.43,317148.73,2023-11-24
13916,62,Grid Instability,39.28,261367.2,2023-09-12
13917,132,Overheating,21.8,373848.03,2024-05-31
13918,107,Overheating,3.32,135099.05,2024-04-27
13919,144,Transformer Failure,38.15,334093.65,2023-09-09
13920,24,Overheating,14.55,490095.42,2024-01-10
13921,130,Grid Instability,44.28,275604.76,2024-07-30
13922,57,Overheating,4.32,260054.57,2023-11-12
13923,187,Overheating,1.87,456831.35,2023-02-28
13924,11,Transformer Failure,3.16,341692.25,2024-02-29
13925,28,Grid Instability,39.9,288918.21,2023-05-05
13926,32,Grid Instability,14.46,143033.79,2024-04-09
13927,187,Overheating,11.48,102644.99,2023-07-15
13928,64,Voltage Drop,5.06,402836.34,2024-10-05
13929,16,Transformer Failure,26.53,353253.61,2024-12-16
13930,195,Grid Instability,40.43,31677.06,2024-10-03
13931,104,Voltage Drop,33.74,341035.56,2023-08-11
13932,32,Grid Instability,22.43,323306.59,2023-03-06
13933,60,Grid Instability,15.06,270044.07,2024-05-28
13934,22,Voltage Drop,22.68,16429.97,2023-12-15
13935,117,Transformer Failure,43.3,496496.89,2024-02-13
13936,125,Voltage Drop,40.89,67468.51,2023-07-17
13937,187,Overheating,24.44,359103.06,2024-09-22
13938,193,Grid Instability,12.4,119625.59,2024-11-18
13939,62,Grid Instability,2.7,144894.62,2023-11-12
13940,185,Voltage Drop,10.81,417494.19,2024-09-04
13941,119,Grid Instability,20.23,61311.06,2024-02-29
13942,178,Voltage Drop,10.27,32887.92,2023-07-05
13943,51,Transformer Failure,21.04,223982.03,2023-08-18
13944,104,Grid Instability,22.67,177641.53,2024-03-07
13945,124,Transformer Failure,35.97,293460.18,2024-09-29
13946,63,Transformer Failure,17.29,441321.63,2023-03-01
13947,172,Voltage Drop,16.02,106094.64,2023-06-28
13948,107,Voltage Drop,41.32,346042.92,2024-10-16
13949,131,Grid Instability,5.83,337276.52,2024-04-20
13950,54,Grid Instability,40.6,289382.11,2024-02-03
13951,7,Transformer Failure,31.09,416464.63,2023-08-26
13952,143,Overheating,46.06,155215.69,2023-06-20
13953,175,Transformer Failure,16.09,487420.32,2024-12-17
13954,57,Overheating,16.14,437831.45,2024-04-01
13955,178,Grid Instability,30.81,51404.11,2023-05-17
13956,51,Transformer Failure,31.68,288118.34,2024-12-26
13957,141,Transformer Failure,30.09,94008.3,2023-03-21
13958,22,Overheating,31.66,189450.39,2024-06-06
13959,155,Voltage Drop,39.64,151206.44,2024-09-24
13960,117,Grid Instability,34.42,483845.34,2023-05-14
13961,1,Grid Instability,47.71,73575.52,2024-09-18
13962,112,Grid Instability,44.9,337872.91,2023-10-11
13963,148,Overheating,2.59,494489.49,2023-10-22
13964,37,Voltage Drop,33.72,454015.03,2023-12-23
13965,1,Overheating,25.36,400311.95,2023-01-20
13966,50,Transformer Failure,11.41,189977.96,2024-08-08
13967,77,Voltage Drop,13.5,214723.94,2023-11-21
13968,31,Voltage Drop,23.54,461424.06,2024-07-11
13969,80,Grid Instability,43.45,56905.69,2023-04-03
13970,87,Transformer Failure,8.98,76725.68,2023-02-20
13971,27,Voltage Drop,41.3,373549.61,2023-10-30
13972,109,Transformer Failure,12.92,118581.47,2024-03-14
13973,155,Voltage Drop,28.41,404156.78,2024-07-02
13974,27,Grid Instability,34.64,34844.25,2024-03-12
13975,28,Voltage Drop,13.61,346597.91,2024-05-26
13976,157,Voltage Drop,19.37,13713.04,2023-12-23
13977,33,Grid Instability,37.32,377936.62,2024-03-22
13978,72,Overheating,14.09,293092.79,2024-08-23
13979,153,Voltage Drop,36.19,97603.16,2023-09-08
13980,197,Voltage Drop,4.9,206692.69,2024-03-16
13981,11,Voltage Drop,29,23638.88,2024-10-11
13982,80,Transformer Failure,8.69,456560.45,2023-10-19
13983,183,Overheating,34.6,151881.2,2023-02-01
13984,78,Voltage Drop,46.23,457373.47,2023-02-27
13985,146,Voltage Drop,44.86,394108.23,2024-12-06
13986,39,Transformer Failure,25.85,389737.06,2023-10-10
13987,106,Grid Instability,39.04,373683.33,2023-08-24
13988,198,Voltage Drop,7.31,446588.8,2024-05-24
13989,110,Overheating,29.04,435626.02,2023-02-01
13990,168,Voltage Drop,19.78,332066.83,2024-03-12
13991,83,Transformer Failure,21.23,376592.77,2023-06-26
13992,142,Grid Instability,32.35,111745.8,2023-05-10
13993,97,Grid Instability,28.93,344129.53,2023-10-02
13994,37,Transformer Failure,4.28,22157.89,2023-04-22
13995,198,Voltage Drop,3.35,160343.68,2024-12-29
13996,63,Grid Instability,46.24,265387.74,2024-10-29
13997,28,Overheating,16.23,360546.49,2024-06-04
13998,140,Overheating,35.3,246223.01,2024-08-14
13999,84,Overheating,33.01,197877.86,2023-07-13
14000,149,Transformer Failure,23.14,141103.1,2023-08-13
14001,121,Overheating,45.31,446354.94,2023-03-01
14002,145,Overheating,39.95,157263.1,2024-07-07
14003,32,Grid Instability,4.12,68662.87,2023-08-22
14004,120,Overheating,41.61,30722.69,2024-12-08
14005,78,Transformer Failure,17.2,263070.1,2024-06-24
14006,87,Transformer Failure,26.51,104922.59,2024-10-10
14007,22,Overheating,45.55,145202.72,2023-04-21
14008,43,Grid Instability,44.24,362514.2,2024-05-25
14009,55,Grid Instability,11.13,195890.6,2024-06-28
14010,111,Overheating,28.94,357604.67,2023-12-15
14011,110,Grid Instability,23.06,12789.23,2023-04-29
14012,189,Overheating,25.5,496255.62,2024-03-31
14013,199,Transformer Failure,28.99,340236.02,2024-03-11
14014,33,Grid Instability,32.57,167563.95,2023-03-13
14015,127,Overheating,28.43,32281.16,2023-04-19
14016,122,Grid Instability,45.79,56134.15,2023-11-07
14017,127,Transformer Failure,36.89,30519.32,2024-08-03
14018,132,Voltage Drop,33.79,389922.77,2024-10-19
14019,127,Voltage Drop,34.32,16063.61,2024-07-07
14020,162,Transformer Failure,21,388208.18,2023-10-09
14021,50,Overheating,1.08,96768.56,2024-03-13
14022,146,Voltage Drop,13.54,182586.4,2024-11-20
14023,193,Voltage Drop,25.51,20911.62,2023-06-26
14024,178,Overheating,8.08,147144.31,2024-07-01
14025,112,Voltage Drop,8.85,184989.92,2024-06-21
14026,181,Grid Instability,35.51,107438.34,2024-12-14
14027,177,Transformer Failure,46.89,148382.79,2024-08-20
14028,37,Overheating,27.77,414357.63,2024-09-23
14029,163,Voltage Drop,21.23,62810.51,2023-02-02
14030,45,Transformer Failure,20.81,47978.74,2024-02-27
14031,116,Overheating,20.65,497444.76,2023-08-04
14032,117,Voltage Drop,31.3,434011.26,2023-10-09
14033,185,Overheating,46.76,44344.86,2024-06-28
14034,157,Transformer Failure,40.2,413177.58,2023-08-21
14035,102,Voltage Drop,17.4,467909.81,2023-08-28
14036,46,Grid Instability,46.61,380564.02,2023-12-19
14037,99,Grid Instability,39.39,128076.1,2024-01-10
14038,67,Overheating,4.33,139065.45,2023-06-07
14039,178,Transformer Failure,20.99,478613.75,2023-11-22
14040,183,Voltage Drop,45.61,484259.93,2024-08-18
14041,126,Voltage Drop,15.25,371308.93,2024-10-11
14042,21,Voltage Drop,9.33,463852.8,2023-10-27
14043,46,Voltage Drop,3.79,62072.02,2024-01-12
14044,192,Overheating,44.75,494528.73,2024-11-09
14045,125,Overheating,13.96,134454.21,2024-02-04
14046,115,Overheating,41.13,432657.94,2024-05-19
14047,193,Voltage Drop,37.43,76701.98,2024-04-08
14048,59,Overheating,2.15,9954.93,2023-06-29
14049,155,Transformer Failure,4.5,488578.62,2024-09-02
14050,32,Transformer Failure,9.37,238884.92,2024-03-25
14051,168,Grid Instability,9,293604.01,2024-05-23
14052,88,Transformer Failure,20.4,87076.71,2024-11-15
14053,137,Voltage Drop,7.72,389182.54,2023-08-15
14054,109,Overheating,37.37,100947.65,2024-09-09
14055,48,Voltage Drop,31.01,445901.79,2023-10-23
14056,57,Voltage Drop,30.03,90523.48,2024-09-30
14057,65,Transformer Failure,30.95,449972.3,2024-08-27
14058,155,Transformer Failure,25.1,416116.87,2024-01-31
14059,7,Grid Instability,47.74,425425.87,2024-12-09
14060,55,Transformer Failure,39.33,154731.56,2024-01-10
14061,24,Transformer Failure,1.15,52130.19,2023-10-16
14062,182,Voltage Drop,10.88,122952.69,2023-06-28
14063,185,Overheating,10.03,267636.3,2023-04-13
14064,41,Voltage Drop,15.84,34204.16,2024-08-21
14065,145,Grid Instability,33.47,373567.95,2024-02-16
14066,96,Voltage Drop,21.01,150898.93,2023-12-09
14067,87,Voltage Drop,20.76,51424.97,2024-11-09
14068,139,Transformer Failure,44.25,391644.83,2024-06-14
14069,83,Grid Instability,9.87,263621.41,2023-06-19
14070,132,Voltage Drop,47.06,218258.06,2023-05-12
14071,123,Voltage Drop,11.51,105086.63,2024-10-09
14072,118,Transformer Failure,37.05,258140.37,2023-12-25
14073,146,Overheating,37.11,421679.19,2024-01-07
14074,13,Grid Instability,29.53,7516.33,2023-10-21
14075,27,Transformer Failure,11.84,191251.91,2023-05-19
14076,94,Voltage Drop,10.33,77328.12,2023-10-12
14077,126,Overheating,2.3,365328.61,2023-08-13
14078,50,Grid Instability,33.46,346340.63,2024-02-19
14079,12,Voltage Drop,35.28,281243.96,2024-11-13
14080,75,Transformer Failure,34.96,172523.36,2023-12-13
14081,30,Transformer Failure,28.09,44132.42,2024-06-26
14082,180,Overheating,4.15,441596.46,2024-10-17
14083,116,Grid Instability,27.02,195310.19,2023-03-15
14084,90,Transformer Failure,22.41,165315.07,2023-09-11
14085,41,Transformer Failure,31.39,487576.74,2024-11-23
14086,41,Voltage Drop,4.84,206720.52,2024-10-29
14087,27,Grid Instability,3.84,47305.06,2024-03-10
14088,170,Voltage Drop,6.61,283970.07,2023-09-29
14089,11,Transformer Failure,32.96,287801.65,2023-11-10
14090,30,Overheating,10.94,77531.85,2024-05-09
14091,77,Voltage Drop,35.12,396451.22,2023-04-10
14092,115,Overheating,45.57,151614.46,2023-04-27
14093,42,Transformer Failure,6.85,75869.18,2023-06-17
14094,74,Overheating,36.05,314690.8,2024-09-22
14095,115,Overheating,3.12,489986.79,2024-04-27
14096,184,Overheating,30.64,366646.8,2024-07-30
14097,111,Overheating,35.86,437870.4,2024-01-23
14098,155,Grid Instability,44.92,151597.26,2024-07-27
14099,25,Grid Instability,10.07,451571.72,2024-04-23
14100,150,Transformer Failure,13.58,495252.72,2024-07-04
14101,58,Grid Instability,12.99,213574.41,2024-07-15
14102,60,Transformer Failure,29.59,39866.71,2024-06-24
14103,124,Transformer Failure,20.22,208035.74,2023-08-08
14104,53,Grid Instability,9.39,148068.67,2024-02-13
14105,88,Transformer Failure,30.81,267042.32,2023-04-02
14106,45,Transformer Failure,4.65,371174.18,2023-07-17
14107,17,Transformer Failure,35.87,37013.7,2023-05-04
14108,174,Overheating,24.27,279329.67,2023-01-29
14109,122,Overheating,22.12,259675.33,2023-10-22
14110,6,Transformer Failure,46.28,18007.41,2024-12-12
14111,116,Overheating,28.74,473239.07,2023-11-07
14112,198,Grid Instability,38.3,405363.52,2023-02-24
14113,56,Transformer Failure,6.33,372449.47,2023-07-28
14114,184,Transformer Failure,4.57,26286.18,2024-09-15
14115,143,Grid Instability,24.71,436581.75,2024-04-28
14116,37,Overheating,21.83,350389.93,2023-09-20
14117,10,Transformer Failure,2.37,220199.31,2024-05-17
14118,4,Transformer Failure,40,275164.25,2023-12-28
14119,10,Overheating,39.23,17463.46,2023-05-27
14120,132,Overheating,21.73,329280.67,2023-03-18
14121,191,Grid Instability,21.69,172409.3,2023-10-13
14122,68,Voltage Drop,44.01,278016.79,2023-07-04
14123,36,Voltage Drop,10.3,425314.07,2023-05-10
14124,104,Grid Instability,41.89,236153.29,2024-10-18
14125,139,Voltage Drop,36.38,385774.44,2023-06-03
14126,144,Overheating,6.96,63093.43,2023-09-21
14127,107,Overheating,23.95,150019.41,2023-05-13
14128,17,Overheating,23.01,41906.16,2023-07-04
14129,146,Overheating,30.39,309890.46,2023-05-04
14130,200,Voltage Drop,38.57,167299.39,2024-06-14
14131,147,Voltage Drop,47.2,49170.57,2024-11-18
14132,161,Grid Instability,1.02,320168.25,2024-01-25
14133,65,Transformer Failure,30.08,424188.46,2024-02-23
14134,29,Voltage Drop,1.41,458811.92,2024-01-19
14135,35,Grid Instability,25.53,276114.15,2023-01-22
14136,98,Voltage Drop,47.88,351451.06,2023-02-06
14137,104,Transformer Failure,3.95,429646.84,2023-05-04
14138,64,Voltage Drop,28.79,132459.65,2024-12-10
14139,9,Voltage Drop,24.79,282782.27,2024-04-19
14140,22,Grid Instability,5.32,185758.56,2023-07-14
14141,49,Transformer Failure,13.2,4370.66,2023-01-06
14142,62,Voltage Drop,15.13,128614.58,2023-10-12
14143,38,Grid Instability,22.39,221224.77,2024-07-20
14144,63,Grid Instability,2.04,128104.67,2023-04-03
14145,67,Overheating,39.11,152352.98,2024-03-25
14146,84,Transformer Failure,4.99,91030.48,2023-12-17
14147,121,Grid Instability,7.62,480350.64,2024-09-08
14148,18,Voltage Drop,11.72,183199.72,2024-02-17
14149,81,Grid Instability,11.47,492188.8,2024-11-24
14150,197,Grid Instability,41.75,16786.02,2024-09-03
14151,65,Overheating,44.25,486423.11,2024-08-29
14152,110,Transformer Failure,20.8,189472.84,2024-06-22
14153,131,Overheating,30.41,71690.67,2023-03-27
14154,9,Overheating,46.84,252905.51,2023-03-17
14155,1,Transformer Failure,11.96,385984.51,2023-01-21
14156,163,Overheating,35.59,216490.2,2024-03-17
14157,192,Voltage Drop,36.09,418071.68,2023-03-05
14158,55,Voltage Drop,12.77,142182.97,2024-08-06
14159,112,Voltage Drop,27.4,190910.18,2023-04-16
14160,93,Voltage Drop,37.5,82729.4,2024-07-17
14161,137,Grid Instability,26.28,78155.84,2024-04-28
14162,44,Voltage Drop,35.89,370281.24,2024-11-15
14163,150,Transformer Failure,25.23,88973.61,2023-09-17
14164,159,Transformer Failure,15.21,181193.57,2023-09-17
14165,61,Voltage Drop,21.47,339811.65,2023-07-27
14166,49,Grid Instability,12.43,474247.17,2024-09-23
14167,32,Grid Instability,34.07,340005.96,2023-06-30
14168,39,Voltage Drop,23.03,211896.95,2023-02-05
14169,189,Voltage Drop,34.37,239748.37,2023-02-01
14170,154,Voltage Drop,31.01,101393.2,2024-03-13
14171,29,Transformer Failure,9.25,62012.86,2023-01-30
14172,62,Voltage Drop,20.27,459129.38,2024-01-05
14173,8,Transformer Failure,6.94,208657.13,2023-11-22
14174,69,Transformer Failure,43.37,186457.47,2023-05-16
14175,149,Overheating,31.91,23687.49,2024-04-25
14176,164,Transformer Failure,24.71,53726.02,2023-09-29
14177,37,Overheating,6.97,313621.77,2024-03-28
14178,34,Overheating,7.45,270164.54,2023-07-17
14179,38,Voltage Drop,4.92,46060.48,2023-03-21
14180,170,Overheating,40.35,278707.42,2024-07-27
14181,164,Grid Instability,45.18,261873.29,2023-01-11
14182,149,Voltage Drop,15.8,2133.31,2024-01-03
14183,93,Voltage Drop,2.72,487310.77,2024-06-05
14184,173,Grid Instability,37.45,474734.62,2023-07-29
14185,78,Transformer Failure,35.5,298732.34,2024-07-21
14186,24,Voltage Drop,11.22,439534.81,2023-05-08
14187,184,Overheating,35.73,306662.86,2023-04-05
14188,51,Voltage Drop,27.38,85670.87,2024-06-17
14189,121,Grid Instability,43.34,324599.94,2023-12-27
14190,28,Grid Instability,10.39,15534.83,2023-10-19
14191,111,Overheating,11.08,290276.82,2024-03-31
14192,175,Grid Instability,27.33,325883.14,2023-07-20
14193,134,Voltage Drop,20.82,457412.39,2023-04-28
14194,99,Grid Instability,46.29,366235.95,2023-10-15
14195,106,Voltage Drop,26.01,349898.9,2024-09-16
14196,164,Grid Instability,11.13,224877,2024-07-14
14197,104,Overheating,31.86,497614.96,2024-11-21
14198,149,Voltage Drop,29.66,277576.51,2024-08-16
14199,165,Voltage Drop,41.2,233731.2,2024-03-10
14200,142,Voltage Drop,22.61,430908.28,2023-05-27
14201,77,Overheating,46.28,100961.51,2024-02-07
14202,104,Transformer Failure,40.83,208166.78,2024-08-10
14203,159,Transformer Failure,3.02,321742.52,2024-09-16
14204,34,Overheating,21.37,466221.39,2024-08-03
14205,81,Transformer Failure,32.92,59425.71,2023-05-19
14206,50,Transformer Failure,22.41,444461.27,2023-08-18
14207,86,Grid Instability,14.07,480885.7,2024-09-14
14208,163,Voltage Drop,22.6,165377.43,2024-07-02
14209,87,Voltage Drop,46.83,138926.71,2023-08-09
14210,86,Grid Instability,11.32,303382.92,2024-01-14
14211,90,Voltage Drop,9.3,498541.51,2023-01-04
14212,152,Grid Instability,42.65,38613.26,2024-06-26
14213,100,Grid Instability,27.78,213128.4,2024-10-03
14214,9,Grid Instability,24.57,253707.26,2024-06-18
14215,138,Overheating,17.74,231618.92,2023-08-04
14216,12,Grid Instability,38.22,337608.53,2024-09-14
14217,107,Grid Instability,39.95,429303.06,2023-08-20
14218,171,Grid Instability,13.76,59048.03,2024-08-29
14219,18,Voltage Drop,18.73,162154.99,2023-06-01
14220,79,Overheating,46.89,146952.39,2023-04-26
14221,75,Overheating,19.31,482944.47,2023-08-23
14222,127,Voltage Drop,4.42,30950.98,2023-04-23
14223,113,Overheating,39.86,144624.09,2023-02-18
14224,84,Grid Instability,9.87,233242.58,2024-03-19
14225,172,Voltage Drop,4.6,124345.5,2023-12-06
14226,130,Voltage Drop,9.36,492253.58,2024-07-12
14227,49,Transformer Failure,14.1,163180.98,2024-07-13
14228,60,Voltage Drop,34.5,54855.1,2023-12-09
14229,167,Grid Instability,25.12,379275.31,2023-02-26
14230,193,Grid Instability,23.71,455810.24,2024-09-05
14231,143,Grid Instability,34.73,359139.01,2024-02-16
14232,41,Voltage Drop,28.61,258970.9,2023-05-19
14233,134,Grid Instability,1.59,353722.04,2024-07-24
14234,138,Voltage Drop,25.65,67560.09,2023-12-19
14235,155,Overheating,33.25,391259.69,2023-09-13
14236,179,Voltage Drop,22.64,351215.19,2024-04-29
14237,14,Overheating,1.88,217364.42,2023-08-04
14238,99,Grid Instability,46.57,376243.37,2024-05-29
14239,150,Transformer Failure,15.52,53519.16,2024-04-29
14240,103,Voltage Drop,32.82,251349.24,2023-06-23
14241,98,Grid Instability,37.56,201139.83,2023-06-05
14242,158,Voltage Drop,35.79,18844.41,2024-12-21
14243,182,Transformer Failure,44.05,95637.74,2024-06-06
14244,39,Voltage Drop,13.06,493889.78,2024-01-11
14245,74,Voltage Drop,41.84,235065.1,2024-01-08
14246,124,Overheating,47.84,293793.04,2023-12-17
14247,148,Transformer Failure,23.1,372975.62,2024-03-10
14248,130,Overheating,27.84,9139.71,2024-01-21
14249,142,Overheating,34.78,268076.73,2023-11-18
14250,140,Transformer Failure,31.01,78696.71,2024-05-05
14251,155,Grid Instability,41.96,141383.65,2024-11-01
14252,189,Grid Instability,21.91,480464.55,2024-05-01
14253,140,Voltage Drop,46.55,106681.04,2024-02-27
14254,181,Grid Instability,29.36,149173.99,2024-11-11
14255,119,Transformer Failure,46.11,401307.32,2024-05-28
14256,168,Voltage Drop,2.35,207874.07,2023-03-04
14257,120,Overheating,46.36,66201.81,2024-06-03
14258,163,Overheating,27.23,103934.63,2024-11-22
14259,44,Grid Instability,15.93,391293.88,2023-02-27
14260,59,Voltage Drop,6.42,237797.2,2024-08-22
14261,1,Grid Instability,46.35,367123.09,2023-11-12
14262,108,Transformer Failure,18.07,206778.85,2024-11-28
14263,30,Voltage Drop,40.47,52706.67,2023-09-25
14264,86,Voltage Drop,40.35,163920.8,2024-07-22
14265,45,Transformer Failure,30.58,112484.65,2023-02-27
14266,117,Overheating,38.57,417014.91,2023-06-07
14267,97,Grid Instability,9.5,262133.7,2023-02-21
14268,73,Voltage Drop,38.57,131953.09,2024-02-21
14269,181,Grid Instability,18.66,371140.31,2024-05-16
14270,37,Grid Instability,24.88,58342.86,2024-07-30
14271,56,Grid Instability,13.4,266261.77,2023-10-29
14272,6,Overheating,15.27,165139.11,2024-04-23
14273,189,Grid Instability,43.45,155567.69,2024-07-07
14274,141,Grid Instability,1.04,383476.64,2023-03-14
14275,6,Transformer Failure,20.7,313145.23,2024-08-26
14276,141,Grid Instability,10.52,410636.58,2024-09-09
14277,40,Transformer Failure,26.84,197858.47,2023-02-17
14278,113,Voltage Drop,1.88,223025.74,2023-12-11
14279,118,Grid Instability,1.11,359678.8,2023-03-11
14280,152,Voltage Drop,45.66,209881.88,2023-12-02
14281,183,Transformer Failure,21.34,80157.77,2024-06-23
14282,79,Overheating,24.35,428910.3,2024-06-01
14283,131,Transformer Failure,12.17,331748.42,2023-06-17
14284,149,Transformer Failure,18.57,474684,2023-02-02
14285,162,Grid Instability,41.41,482713.78,2024-06-25
14286,108,Grid Instability,22.43,260539.3,2024-01-04
14287,193,Transformer Failure,17.33,476066.17,2023-08-08
14288,15,Grid Instability,5.15,499129.48,2024-10-15
14289,49,Overheating,8.34,498725.56,2024-09-01
14290,144,Grid Instability,43.07,430647.89,2023-07-28
14291,121,Voltage Drop,6.56,338688.74,2023-08-03
14292,19,Grid Instability,33.65,340446.92,2024-08-15
14293,65,Transformer Failure,45.04,9834.72,2023-02-21
14294,45,Grid Instability,16.48,2642.21,2023-12-05
14295,132,Voltage Drop,2.07,53846.3,2023-11-07
14296,174,Voltage Drop,22.48,204930.97,2024-05-09
14297,153,Voltage Drop,42.81,447216.97,2024-07-22
14298,58,Overheating,19.09,262576.61,2023-06-15
14299,98,Overheating,30.95,455741.21,2024-06-26
14300,105,Overheating,19.42,322099.81,2024-03-08
14301,179,Grid Instability,1.96,421233.7,2024-07-25
14302,3,Transformer Failure,8.66,347840.05,2023-08-04
